organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
60	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5348_W-22-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5351_B-3-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5353_B-12-multi-tot
60	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	916491	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5354_B-05-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5355_W-21-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5356_W-21-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5357_W-21-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5358_W-21-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5359_W-21-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5360_S-11-multi-tot
60	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5361_B-13-multi-tot
60	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.894_W-22-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae						asv.1260_W-8-multi-tot
59	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1261_W-22-multi-tot
59	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	332307	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1459_W-26-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1478_W-17-multi-tot
59	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	332307	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1480_W-26-multi-tot
59	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	332307	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1504_W-26-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1697_W-21-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1865_W-8-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1740448	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1947_B-13-multi-Mi
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads											asv.2026_W-8-multi-tot
59	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	332307	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2412_W-26-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2622_S-01-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3393_W-21-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3449_S-01-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3620_W-8-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1279056	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3691_W-17-multi-Mi
59	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.4067_W-22-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.4709_S-11-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.4962_W-21-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5167_W-21-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5364_W-8-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5365_W-8-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5366_W-8-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5367_W-8-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5368_W-8-multi-tot
59	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5369_W-22-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5370_S-01-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5371_S-01-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5372_B-3-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5373_B-3-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5374_B-3-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5375_W-17-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5376_W-17-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5377_S-06-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5378_S-06-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5379_S-06-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5380_W-21-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5381_W-21-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5382_W-21-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5383_S-11-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5384_S-11-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5385_S-11-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5386_S-11-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5387_S-11-multi-tot
59	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5388_B-13-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1458_W-21-multi-tot
58	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	497142	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1467_B-14-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1479_B-12-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1516_S-11-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1832_W-21-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1878_W-21-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1934_W-21-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2280_S-01-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2369_W-21-multi-tot
58	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2421_S-18-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.4013_W-21-multi-tot
58	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.4335_W-22-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.4390_S-06-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.4497_W-8-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5390_W-8-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads											asv.5391_W-8-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5392_W-8-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5393_W-8-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5394_W-8-multi-tot
58	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5395_W-22-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5396_B-3-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5397_B-3-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5398_B-3-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5399_B-3-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5400_B-3-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5401_B-3-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5404_B-12-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5405_W-21-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5406_W-21-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5407_W-21-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5408_W-21-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5409_S-11-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5410_S-11-multi-tot
58	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	705656	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5411_S-22-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5412_B-13-multi-tot
58	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.5413_B-13-multi-tot
